date,year,month,quarter,day_of_week,region,category,product,channel,unit_price,units_sold,discount_pct,revenue,profit_margin,profit,returns_pct,net_revenue
2021-09-16,2021,9,3,3,South,Home & Kitchen,Water Purifier,Wholesale,3673.65,5,0.168,15282.38,0.259,3958.14,0.071,14197.33
2021-09-16,2021,9,3,3,North,Sports,Dumbbells,Wholesale,2636.13,5,0.164,11019.02,0.143,1575.72,0.079,10148.52
2021-09-16,2021,9,3,3,South,Sports,Football,Online,2094.91,7,0.139,12626.02,0.333,4204.46,0.07,11742.2
2021-09-16,2021,9,3,3,North,Clothing,Dress,Online,1399.54,13,0.121,15992.54,0.261,4174.05,0.014,15768.64
2021-09-17,2021,9,3,4,West,Groceries,Flour,Online,303.25,8,0.104,2173.7,0.208,452.13,0.074,2012.85
2021-09-18,2021,9,3,5,East,Electronics,Tablet,Online,29995.66,12,0.091,327192.66,0.196,64129.76,0.051,310505.83
2021-09-18,2021,9,3,5,North,Clothing,Shoes,Wholesale,1236.43,4,0.197,3971.41,0.313,1243.05,0.011,3927.72
2021-09-18,2021,9,3,5,North,Home & Kitchen,Mixer,Retail Store,4532.79,9,0.075,37735.48,0.214,8075.39,0.051,35810.97
2021-09-20,2021,9,3,0,East,Electronics,Tablet,Wholesale,18326.5,4,0.163,61357.12,0.335,20554.64,0.039,58964.19
2021-09-21,2021,9,3,1,West,Electronics,Camera,Retail Store,31951.8,7,0.029,217176.38,0.227,49299.04,0.074,201105.33
2021-09-21,2021,9,3,1,South,Sports,Yoga Mat,Retail Store,2562.54,3,0.042,7364.74,0.329,2423.0,0.029,7151.16
2021-09-22,2021,9,3,2,West,Groceries,Pulses,Wholesale,234.74,10,0.205,1866.18,0.29,541.19,0.035,1800.86
2021-09-22,2021,9,3,2,East,Electronics,Camera,Online,27280.92,13,0.137,306064.64,0.183,56009.83,0.014,301779.74
2021-09-23,2021,9,3,3,East,Groceries,Sugar,Wholesale,221.03,14,0.151,2627.16,0.133,349.41,0.021,2571.99
2021-09-24,2021,9,3,4,West,Groceries,Sugar,Retail Store,237.33,6,0.042,1364.17,0.115,156.88,0.066,1274.13
2021-09-24,2021,9,3,4,South,Groceries,Sugar,Wholesale,397.56,7,0.191,2251.38,0.259,583.11,0.04,2161.32
2021-09-25,2021,9,3,5,North,Clothing,T-Shirt,Retail Store,1369.4,8,0.059,10308.84,0.278,2865.86,0.051,9783.09
2021-09-25,2021,9,3,5,South,Home & Kitchen,Water Purifier,Online,4324.72,9,0.091,35380.53,0.315,11144.87,0.036,34106.83
2021-09-25,2021,9,3,5,West,Groceries,Rice,Online,377.54,10,0.095,3416.74,0.146,498.84,0.061,3208.32
2021-09-26,2021,9,3,6,East,Home & Kitchen,Curtains,Online,2485.07,13,0.114,28623.04,0.117,3348.9,0.028,27821.59
2021-09-27,2021,9,3,0,South,Clothing,Shoes,Wholesale,920.36,8,0.151,6251.09,0.127,793.89,0.023,6107.31
2021-09-27,2021,9,3,0,South,Electronics,Camera,Wholesale,24062.04,3,0.197,57965.45,0.169,9796.16,0.008,57501.73
2021-09-27,2021,9,3,0,South,Electronics,Camera,Wholesale,27313.01,7,0.184,156011.91,0.325,50703.87,0.04,149771.43
2021-09-28,2021,9,3,1,West,Clothing,Dress,Retail Store,1663.23,5,0.029,8074.98,0.135,1090.12,0.051,7663.16
2021-09-28,2021,9,3,1,East,Clothing,Jacket,Online,1268.73,10,0.137,10949.14,0.165,1806.61,0.057,10325.04
2021-09-29,2021,9,3,2,North,Clothing,T-Shirt,Retail Store,897.06,11,0.077,9107.85,0.178,1621.2,0.035,8789.08
2021-09-29,2021,9,3,2,South,Sports,Dumbbells,Retail Store,2295.49,12,0.059,25920.67,0.228,5909.91,0.018,25454.1
2021-09-29,2021,9,3,2,East,Electronics,Laptop,Online,34868.75,11,0.108,342132.17,0.235,80401.06,0.02,335289.53
2021-09-30,2021,9,3,3,East,Electronics,Smartphone,Online,25193.8,10,0.114,223217.07,0.176,39286.2,0.041,214065.17
2021-09-30,2021,9,3,3,West,Electronics,Headphones,Wholesale,18389.26,7,0.191,104138.38,0.332,34573.94,0.026,101430.78
2021-10-01,2021,10,4,4,North,Sports,Dumbbells,Online,2046.88,12,0.098,22155.43,0.27,5981.97,0.03,21490.77
2021-10-01,2021,10,4,4,North,Electronics,Headphones,Retail Store,24938.66,13,0.03,314476.5,0.11,34592.42,0.027,305985.63
2021-10-01,2021,10,4,4,East,Clothing,Shoes,Retail Store,983.56,6,0.079,5435.15,0.15,815.27,0.009,5386.23
2021-10-01,2021,10,4,4,West,Sports,Yoga Mat,Retail Store,2182.22,9,0.054,18579.42,0.24,4459.06,0.025,18114.93
2021-10-01,2021,10,4,4,West,Groceries,Flour,Wholesale,374.33,5,0.191,1514.16,0.314,475.45,0.06,1423.31
2021-10-01,2021,10,4,4,North,Sports,Dumbbells,Online,2797.14,8,0.121,19669.49,0.115,2261.99,0.012,19433.46
2021-10-02,2021,10,4,5,South,Sports,Yoga Mat,Retail Store,1802.26,6,0.032,10467.53,0.15,1570.13,0.055,9891.82
2021-10-02,2021,10,4,5,East,Electronics,Smartphone,Retail Store,34530.03,5,0.022,168851.85,0.335,56565.37,0.071,156863.37
2021-10-04,2021,10,4,0,East,Electronics,Headphones,Online,18500.64,8,0.118,130540.52,0.315,41120.26,0.027,127015.93
2021-10-05,2021,10,4,1,West,Home & Kitchen,Bedsheet,Retail Store,2821.68,13,0.028,35654.75,0.13,4635.12,0.023,34834.69
2021-10-05,2021,10,4,1,East,Clothing,T-Shirt,Retail Store,1433.51,9,0.072,11972.68,0.326,3903.09,0.027,11649.42
2021-10-05,2021,10,4,1,South,Sports,Dumbbells,Online,1560.03,11,0.098,15478.62,0.322,4984.12,0.056,14611.82
2021-10-06,2021,10,4,2,East,Groceries,Pulses,Wholesale,250.62,5,0.158,1055.11,0.26,274.33,0.006,1048.78
2021-10-06,2021,10,4,2,West,Clothing,Dress,Wholesale,1603.09,15,0.153,20367.26,0.226,4603.0,0.056,19226.69
2021-10-06,2021,10,4,2,North,Clothing,T-Shirt,Online,1354.21,11,0.113,13213.03,0.244,3223.98,0.063,12380.61
2021-10-07,2021,10,4,3,East,Groceries,Sugar,Wholesale,402.36,14,0.154,4765.55,0.325,1548.8,0.024,4651.18
2021-10-07,2021,10,4,3,West,Clothing,Jacket,Retail Store,899.66,5,0.077,4151.93,0.17,705.83,0.036,4002.46
2021-10-08,2021,10,4,4,North,Electronics,Headphones,Retail Store,24043.62,11,0.079,243585.91,0.117,28499.55,0.041,233598.89
2021-10-08,2021,10,4,4,West,Clothing,Jeans,Online,1031.57,5,0.109,4595.64,0.133,611.22,0.016,4522.11
2021-10-08,2021,10,4,4,West,Electronics,Camera,Wholesale,31959.71,15,0.163,401254.16,0.108,43335.45,0.035,387210.26
2021-10-09,2021,10,4,5,East,Groceries,Flour,Online,263.1,13,0.119,3013.28,0.31,934.12,0.018,2959.04
2021-10-09,2021,10,4,5,South,Electronics,Smartphone,Online,18161.23,11,0.102,179396.63,0.154,27627.08,0.023,175270.51
2021-10-09,2021,10,4,5,East,Clothing,T-Shirt,Wholesale,1630.23,5,0.186,6635.04,0.213,1413.26,0.062,6223.67
2021-10-09,2021,10,4,5,West,Home & Kitchen,Bedsheet,Online,3214.58,14,0.094,40773.73,0.234,9541.05,0.073,37797.25
2021-10-09,2021,10,4,5,South,Groceries,Sugar,Wholesale,411.4,9,0.171,3069.46,0.297,911.63,0.027,2986.58
2021-10-09,2021,10,4,5,North,Clothing,Dress,Retail Store,1198.34,15,0.037,17310.02,0.144,2492.64,0.059,16288.73
2021-10-09,2021,10,4,5,North,Groceries,Sugar,Wholesale,332.81,9,0.202,2390.24,0.244,583.22,0.071,2220.53
2021-10-09,2021,10,4,5,West,Clothing,Shoes,Online,1183.94,7,0.143,7102.46,0.328,2329.61,0.021,6953.31
2021-10-10,2021,10,4,6,East,Groceries,Flour,Retail Store,364.43,12,0.047,4167.62,0.307,1279.46,0.035,4021.75
2021-10-10,2021,10,4,6,North,Clothing,Dress,Wholesale,1200.22,13,0.159,13122.01,0.22,2886.84,0.06,12334.69
2021-10-10,2021,10,4,6,North,Home & Kitchen,Curtains,Wholesale,4052.46,8,0.206,25741.23,0.173,4453.23,0.035,24840.29
2021-10-12,2021,10,4,1,North,Groceries,Sugar,Online,361.71,10,0.091,3287.94,0.132,434.01,0.065,3074.22
2021-10-12,2021,10,4,1,West,Home & Kitchen,Water Purifier,Online,3912.52,9,0.123,30881.52,0.247,7627.74,0.034,29831.55
2021-10-13,2021,10,4,2,North,Sports,Cricket Bat,Wholesale,1697.27,8,0.172,11242.72,0.214,2405.94,0.063,10534.43
2021-10-13,2021,10,4,2,East,Home & Kitchen,Cookware Set,Wholesale,2819.3,6,0.18,13870.96,0.305,4230.64,0.067,12941.61
2021-10-14,2021,10,4,3,North,Sports,Yoga Mat,Online,2455.34,12,0.125,25781.07,0.282,7270.26,0.033,24930.29
2021-10-14,2021,10,4,3,South,Groceries,Rice,Online,370.81,7,0.146,2216.7,0.146,323.64,0.078,2043.8
2021-10-14,2021,10,4,3,North,Electronics,Headphones,Retail Store,20748.82,11,0.041,218879.3,0.307,67195.95,0.063,205089.9
2021-10-14,2021,10,4,3,West,Sports,Football,Online,1759.0,7,0.096,11130.95,0.17,1892.26,0.026,10841.55
2021-10-14,2021,10,4,3,South,Groceries,Rice,Wholesale,378.4,12,0.152,3850.6,0.274,1055.06,0.035,3715.83
2021-10-15,2021,10,4,4,North,Sports,Dumbbells,Online,1869.88,13,0.139,20929.57,0.113,2365.04,0.046,19966.81
2021-10-15,2021,10,4,4,South,Electronics,Camera,Wholesale,33838.52,9,0.186,247901.0,0.316,78336.72,0.047,236249.65
2021-10-15,2021,10,4,4,West,Clothing,Jacket,Retail Store,940.6,12,0.042,10813.14,0.261,2822.23,0.046,10315.74
2021-10-16,2021,10,4,5,East,Electronics,Smartphone,Retail Store,31847.69,12,0.065,357331.08,0.233,83258.14,0.065,334104.56
2021-10-16,2021,10,4,5,South,Sports,Cycle,Wholesale,2307.82,12,0.205,22016.6,0.209,4601.47,0.075,20365.35
2021-10-16,2021,10,4,5,South,Home & Kitchen,Water Purifier,Retail Store,2911.92,5,0.065,13613.23,0.329,4478.75,0.035,13136.77
2021-10-17,2021,10,4,6,North,Electronics,Laptop,Wholesale,27547.83,17,0.159,393851.33,0.234,92161.21,0.018,386762.01
2021-10-17,2021,10,4,6,South,Home & Kitchen,Cookware Set,Retail Store,3855.29,10,0.04,37010.78,0.107,3960.15,0.04,35530.35
2021-10-17,2021,10,4,6,West,Clothing,Jacket,Wholesale,892.44,11,0.199,7863.29,0.242,1902.92,0.009,7792.52
2021-10-18,2021,10,4,0,East,Groceries,Flour,Retail Store,371.65,12,0.052,4227.89,0.254,1073.88,0.039,4063.0
2021-10-18,2021,10,4,0,East,Home & Kitchen,Mixer,Online,4800.07,17,0.11,72625.06,0.304,22078.02,0.005,72261.93
2021-10-18,2021,10,4,0,North,Groceries,Sugar,Online,247.25,13,0.092,2918.54,0.232,677.1,0.021,2857.25
2021-10-18,2021,10,4,0,North,Home & Kitchen,Curtains,Retail Store,4408.34,11,0.063,45436.76,0.177,8042.31,0.068,42347.06
2021-10-19,2021,10,4,1,South,Home & Kitchen,Water Purifier,Retail Store,3978.24,11,0.073,40566.11,0.124,5030.2,0.079,37361.39
2021-10-20,2021,10,4,2,South,Electronics,Laptop,Wholesale,20181.96,5,0.17,83755.13,0.347,29063.03,0.069,77976.03
2021-10-20,2021,10,4,2,North,Clothing,Jeans,Retail Store,1584.84,13,0.063,19304.94,0.104,2007.71,0.051,18320.39
2021-10-20,2021,10,4,2,South,Sports,Cycle,Retail Store,1732.01,10,0.03,16800.5,0.282,4737.74,0.015,16548.49
2021-10-20,2021,10,4,2,North,Electronics,Laptop,Wholesale,34203.9,20,0.203,545210.17,0.202,110132.45,0.033,527218.23
2021-10-20,2021,10,4,2,West,Electronics,Tablet,Wholesale,30367.68,6,0.154,154146.34,0.251,38690.73,0.08,141814.63
2021-10-20,2021,10,4,2,East,Clothing,Dress,Wholesale,1007.57,4,0.159,3389.47,0.258,874.48,0.053,3209.83
2021-10-21,2021,10,4,3,North,Clothing,Dress,Online,840.2,11,0.114,8188.59,0.182,1490.32,0.017,8049.38
2021-10-21,2021,10,4,3,North,Sports,Football,Online,2354.67,10,0.122,20674.0,0.16,3307.84,0.061,19412.89
2021-10-21,2021,10,4,3,South,Home & Kitchen,Mixer,Retail Store,2642.89,12,0.031,30731.52,0.103,3165.35,0.014,30301.28
2021-10-21,2021,10,4,3,North,Groceries,Pulses,Retail Store,229.54,12,0.065,2575.44,0.138,355.41,0.015,2536.81
2021-10-22,2021,10,4,4,South,Groceries,Rice,Online,410.29,8,0.143,2812.95,0.333,936.71,0.047,2680.74
2021-10-22,2021,10,4,4,North,Clothing,Shoes,Retail Store,994.99,10,0.039,9561.85,0.185,1768.94,0.072,8873.4
2021-10-23,2021,10,4,5,South,Home & Kitchen,Curtains,Online,4705.24,9,0.14,36418.56,0.296,10779.89,0.022,35617.35
2021-10-23,2021,10,4,5,West,Electronics,Headphones,Online,29620.02,10,0.147,252658.77,0.171,43204.65,0.037,243310.4
2021-10-23,2021,10,4,5,West,Electronics,Camera,Retail Store,30195.69,11,0.06,312223.43,0.231,72123.61,0.051,296300.04
2021-10-24,2021,10,4,6,East,Groceries,Rice,Online,258.41,10,0.138,2227.49,0.298,663.79,0.058,2098.3
2021-10-24,2021,10,4,6,West,Home & Kitchen,Bedsheet,Retail Store,3080.6,6,0.058,17411.55,0.272,4735.94,0.063,16314.62
2021-10-24,2021,10,4,6,North,Clothing,Shoes,Wholesale,1671.75,10,0.192,13507.74,0.192,2593.49,0.069,12575.71
2021-10-25,2021,10,4,0,West,Groceries,Cooking Oil,Online,381.09,11,0.111,3726.68,0.1,372.67,0.064,3488.17
2021-10-25,2021,10,4,0,East,Electronics,Laptop,Retail Store,23568.37,6,0.027,137592.14,0.138,18987.72,0.02,134840.3
2021-10-25,2021,10,4,0,South,Home & Kitchen,Water Purifier,Online,3435.57,16,0.145,46998.6,0.103,4840.86,0.07,43708.7
2021-10-26,2021,10,4,1,North,Sports,Yoga Mat,Retail Store,2104.48,5,0.021,10301.43,0.216,2225.11,0.063,9652.44
2021-10-26,2021,10,4,1,East,Sports,Cricket Bat,Wholesale,2432.47,11,0.18,21940.88,0.297,6516.44,0.025,21392.36
2021-10-26,2021,10,4,1,North,Groceries,Pulses,Wholesale,307.51,12,0.179,3029.59,0.133,402.94,0.019,2972.03
2021-10-26,2021,10,4,1,South,Home & Kitchen,Bedsheet,Wholesale,3460.92,8,0.16,23257.38,0.169,3930.5,0.048,22141.03
2021-10-26,2021,10,4,1,South,Groceries,Pulses,Online,411.03,14,0.124,5040.87,0.316,1592.91,0.049,4793.87
2021-10-26,2021,10,4,1,East,Sports,Yoga Mat,Retail Store,2061.29,14,0.056,27242.01,0.339,9235.04,0.077,25144.38
2021-10-26,2021,10,4,1,West,Electronics,Smartphone,Online,32662.26,9,0.128,256333.42,0.325,83308.36,0.05,243516.75
2021-10-26,2021,10,4,1,South,Sports,Dumbbells,Wholesale,1668.23,6,0.202,7987.49,0.171,1365.86,0.076,7380.44
2021-10-27,2021,10,4,2,West,Groceries,Rice,Online,361.65,13,0.101,4226.6,0.299,1263.75,0.037,4070.22
2021-10-28,2021,10,4,3,West,Electronics,Laptop,Online,21221.2,10,0.124,185897.71,0.111,20634.65,0.064,174000.26
2021-10-28,2021,10,4,3,West,Home & Kitchen,Mixer,Online,4055.8,10,0.13,35285.46,0.258,9103.65,0.033,34121.04
2021-10-28,2021,10,4,3,East,Clothing,Dress,Retail Store,1287.39,8,0.054,9742.97,0.32,3117.75,0.042,9333.77
2021-10-28,2021,10,4,3,North,Home & Kitchen,Water Purifier,Wholesale,3659.92,10,0.187,29755.15,0.18,5355.93,0.031,28832.74
2021-10-28,2021,10,4,3,North,Clothing,Jacket,Online,1565.65,16,0.142,21493.24,0.153,3288.47,0.034,20762.47
2021-10-29,2021,10,4,4,West,Groceries,Rice,Wholesale,296.83,14,0.179,3411.76,0.288,982.59,0.023,3333.29
2021-10-29,2021,10,4,4,North,Home & Kitchen,Cookware Set,Online,3667.71,7,0.112,22798.49,0.312,7113.13,0.066,21293.79
2021-10-30,2021,10,4,5,South,Electronics,Camera,Retail Store,18389.94,9,0.041,158723.57,0.298,47299.62,0.041,152215.9
2021-10-30,2021,10,4,5,South,Electronics,Smartphone,Retail Store,21456.38,10,0.023,209628.83,0.223,46747.23,0.035,202291.82
2021-10-30,2021,10,4,5,North,Groceries,Rice,Wholesale,315.88,7,0.2,1768.93,0.315,557.21,0.022,1730.01
2021-10-31,2021,10,4,6,North,Electronics,Camera,Online,26580.57,6,0.116,140983.34,0.257,36232.72,0.058,132806.31
2021-10-31,2021,10,4,6,West,Clothing,Jeans,Wholesale,945.1,9,0.189,6898.28,0.292,2014.3,0.04,6622.35
2021-10-31,2021,10,4,6,West,Clothing,Jeans,Retail Store,1163.82,10,0.039,11184.31,0.185,2069.1,0.032,10826.41
2021-10-31,2021,10,4,6,North,Clothing,Jacket,Wholesale,1440.68,11,0.192,12804.76,0.262,3354.85,0.022,12523.06
2021-10-31,2021,10,4,6,West,Clothing,T-Shirt,Retail Store,1393.38,13,0.075,16755.39,0.108,1809.58,0.056,15817.09
2021-11-01,2021,11,4,0,South,Electronics,Smartphone,Retail Store,18032.5,9,0.033,156936.85,0.207,32485.93,0.078,144695.78
2021-11-01,2021,11,4,0,South,Clothing,Shoes,Wholesale,1200.74,6,0.206,5720.33,0.245,1401.48,0.053,5417.15
2021-11-02,2021,11,4,1,East,Clothing,T-Shirt,Online,1429.9,15,0.147,18295.57,0.305,5580.15,0.0,18295.57
2021-11-02,2021,11,4,1,North,Groceries,Pulses,Wholesale,267.15,10,0.202,2131.86,0.283,603.32,0.065,1993.29
2021-11-02,2021,11,4,1,South,Groceries,Rice,Online,266.4,15,0.121,3512.48,0.255,895.68,0.007,3487.89
2021-11-03,2021,11,4,2,West,Electronics,Smartphone,Retail Store,25484.2,10,0.024,248725.79,0.319,79343.53,0.042,238279.31
2021-11-03,2021,11,4,2,South,Home & Kitchen,Cookware Set,Wholesale,4880.58,13,0.202,50631.14,0.175,8860.45,0.024,49415.99
2021-11-04,2021,11,4,3,North,Electronics,Camera,Online,34874.98,13,0.146,387182.03,0.227,87890.32,0.063,362789.56
2021-11-04,2021,11,4,3,South,Clothing,Jeans,Wholesale,1242.11,13,0.165,13483.1,0.149,2008.98,0.043,12903.33
2021-11-06,2021,11,4,5,South,Home & Kitchen,Water Purifier,Retail Store,4380.22,7,0.035,29588.39,0.269,7959.28,0.052,28049.79
2021-11-06,2021,11,4,5,North,Sports,Yoga Mat,Retail Store,2250.23,15,0.074,31255.69,0.156,4875.89,0.003,31161.92
2021-11-07,2021,11,4,6,West,Clothing,Dress,Retail Store,1607.0,6,0.05,9159.9,0.222,2033.5,0.029,8894.26
2021-11-07,2021,11,4,6,North,Sports,Yoga Mat,Wholesale,2209.78,8,0.19,14319.37,0.224,3207.54,0.06,13460.21
2021-11-07,2021,11,4,6,North,Sports,Dumbbells,Online,2133.31,7,0.142,12812.66,0.219,2805.97,0.08,11787.65
2021-11-08,2021,11,4,0,North,Sports,Cricket Bat,Online,2303.12,7,0.12,14187.22,0.232,3291.44,0.074,13137.37
2021-11-08,2021,11,4,0,West,Electronics,Smartphone,Wholesale,24005.44,4,0.201,76721.39,0.106,8132.47,0.072,71197.45
2021-11-09,2021,11,4,1,South,Clothing,Jeans,Retail Store,1218.65,14,0.046,16276.29,0.157,2555.38,0.074,15071.84
2021-11-09,2021,11,4,1,South,Clothing,Jacket,Online,1037.04,11,0.125,9981.51,0.306,3054.34,0.029,9692.05
2021-11-09,2021,11,4,1,South,Groceries,Sugar,Retail Store,386.45,10,0.031,3744.7,0.341,1276.94,0.009,3711.0
2021-11-09,2021,11,4,1,East,Electronics,Headphones,Online,22320.32,10,0.104,199990.07,0.246,49197.56,0.03,193990.37
2021-11-10,2021,11,4,2,North,Sports,Cycle,Online,2415.11,14,0.12,29754.16,0.24,7141.0,0.076,27492.84
2021-11-11,2021,11,4,3,East,Sports,Cricket Bat,Wholesale,2586.66,7,0.185,14756.9,0.314,4633.67,0.078,13605.86
2021-11-11,2021,11,4,3,West,Groceries,Flour,Retail Store,281.15,13,0.078,3369.86,0.211,711.04,0.039,3238.44
2021-11-11,2021,11,4,3,North,Clothing,Jeans,Retail Store,1674.14,7,0.053,11097.87,0.145,1609.19,0.067,10354.31
2021-11-11,2021,11,4,3,North,Groceries,Rice,Retail Store,387.44,1,0.022,378.92,0.182,68.96,0.073,351.26
2021-11-12,2021,11,4,4,West,Home & Kitchen,Curtains,Online,2855.52,13,0.11,33038.37,0.176,5814.75,0.033,31948.1
2021-11-12,2021,11,4,4,East,Groceries,Sugar,Wholesale,303.09,7,0.167,1767.32,0.198,349.93,0.011,1747.88
2021-11-12,2021,11,4,4,North,Groceries,Sugar,Retail Store,312.2,10,0.052,2959.66,0.177,523.86,0.039,2844.23
2021-11-12,2021,11,4,4,West,Clothing,Dress,Retail Store,1124.39,15,0.072,15651.51,0.141,2206.86,0.065,14634.16
2021-11-12,2021,11,4,4,North,Clothing,Jeans,Retail Store,958.45,7,0.034,6481.04,0.271,1756.36,0.016,6377.34
2021-11-13,2021,11,4,5,West,Electronics,Tablet,Wholesale,26511.33,3,0.203,63388.59,0.16,10142.17,0.028,61613.71
2021-11-13,2021,11,4,5,North,Home & Kitchen,Bedsheet,Retail Store,4437.25,12,0.02,52182.06,0.258,13462.97,0.036,50303.51
2021-11-13,2021,11,4,5,South,Clothing,Jeans,Retail Store,1628.82,19,0.037,29802.52,0.174,5185.64,0.019,29236.27
2021-11-13,2021,11,4,5,West,Sports,Yoga Mat,Retail Store,1651.34,8,0.023,12906.87,0.199,2568.47,0.015,12713.27
2021-11-13,2021,11,4,5,East,Sports,Football,Retail Store,1872.47,9,0.072,15638.87,0.144,2252.0,0.027,15216.62
2021-11-13,2021,11,4,5,West,Clothing,T-Shirt,Retail Store,1405.12,9,0.068,11786.15,0.257,3029.04,0.06,11078.98
2021-11-13,2021,11,4,5,East,Clothing,Jeans,Retail Store,914.59,21,0.071,17842.74,0.17,3033.27,0.076,16486.69
2021-11-13,2021,11,4,5,South,Electronics,Camera,Wholesale,19776.43,6,0.153,100503.82,0.13,13065.5,0.038,96684.67
2021-11-14,2021,11,4,6,East,Clothing,T-Shirt,Online,1062.79,11,0.136,10100.76,0.264,2666.6,0.066,9434.11
2021-11-15,2021,11,4,0,East,Groceries,Pulses,Online,271.84,11,0.122,2625.43,0.258,677.36,0.021,2570.3
2021-11-15,2021,11,4,0,East,Electronics,Laptop,Wholesale,32397.55,12,0.179,319180.66,0.307,97988.46,0.065,298433.92
2021-11-15,2021,11,4,0,South,Groceries,Rice,Online,371.97,8,0.11,2648.43,0.282,746.86,0.051,2513.36
2021-11-16,2021,11,4,1,North,Electronics,Camera,Online,26955.48,13,0.144,299960.58,0.263,78889.63,0.062,281363.02
2021-11-17,2021,11,4,2,South,Clothing,Dress,Wholesale,1114.84,14,0.159,13126.13,0.308,4042.85,0.028,12758.6
2021-11-17,2021,11,4,2,West,Sports,Dumbbells,Online,2127.06,9,0.146,16348.58,0.151,2468.64,0.013,16136.05
2021-11-18,2021,11,4,3,East,Home & Kitchen,Water Purifier,Retail Store,2612.78,15,0.042,37545.65,0.315,11826.88,0.051,35630.82
2021-11-19,2021,11,4,4,East,Electronics,Camera,Wholesale,30041.06,10,0.21,237324.37,0.272,64552.23,0.067,221423.64
2021-11-19,2021,11,4,4,West,Electronics,Camera,Retail Store,28046.08,19,0.053,504633.12,0.155,78218.13,0.043,482933.9
2021-11-19,2021,11,4,4,East,Sports,Cricket Bat,Wholesale,1922.63,14,0.167,22421.71,0.336,7533.69,0.071,20829.77
2021-11-20,2021,11,4,5,North,Home & Kitchen,Water Purifier,Online,4450.86,12,0.145,45665.82,0.332,15161.05,0.064,42743.21
2021-11-20,2021,11,4,5,West,Home & Kitchen,Curtains,Wholesale,2498.15,9,0.197,18054.13,0.254,4585.75,0.004,17981.91
2021-11-21,2021,11,4,6,West,Clothing,T-Shirt,Wholesale,1479.42,11,0.183,13295.55,0.135,1794.9,0.057,12537.7
2021-11-21,2021,11,4,6,North,Sports,Cycle,Online,1735.25,12,0.124,18240.95,0.264,4815.61,0.025,17784.93
2021-11-22,2021,11,4,0,East,Groceries,Flour,Retail Store,323.46,11,0.039,3419.3,0.124,423.99,0.014,3371.43
2021-11-22,2021,11,4,0,West,Home & Kitchen,Bedsheet,Retail Store,2902.83,10,0.065,27141.46,0.269,7301.05,0.074,25132.99
2021-11-22,2021,11,4,0,South,Electronics,Laptop,Retail Store,18224.55,13,0.066,221282.49,0.281,62180.38,0.061,207784.26
2021-11-22,2021,11,4,0,West,Home & Kitchen,Mixer,Retail Store,3742.11,14,0.035,50555.91,0.347,17542.9,0.076,46713.66
2021-11-23,2021,11,4,1,South,Sports,Cycle,Wholesale,2443.65,15,0.194,29543.73,0.229,6765.51,0.065,27623.39
2021-11-23,2021,11,4,1,North,Sports,Dumbbells,Retail Store,1456.61,11,0.067,14949.19,0.178,2660.96,0.002,14919.29
2021-11-23,2021,11,4,1,South,Groceries,Rice,Online,380.18,25,0.13,8268.91,0.323,2670.86,0.032,8004.3
2021-11-24,2021,11,4,2,East,Sports,Dumbbells,Retail Store,2680.46,9,0.056,22773.19,0.143,3256.57,0.059,21429.57
2021-11-25,2021,11,4,3,East,Sports,Cricket Bat,Retail Store,1902.97,11,0.051,19865.1,0.224,4449.78,0.024,19388.34
2021-11-25,2021,11,4,3,East,Home & Kitchen,Water Purifier,Retail Store,4045.41,9,0.041,34915.93,0.131,4573.99,0.003,34811.18
2021-11-25,2021,11,4,3,North,Sports,Football,Retail Store,2647.47,12,0.035,30657.7,0.15,4598.65,0.042,29370.08
2021-11-26,2021,11,4,4,West,Groceries,Pulses,Retail Store,386.64,11,0.073,3942.57,0.348,1372.01,0.029,3828.24
2021-11-26,2021,11,4,4,South,Clothing,Shoes,Retail Store,966.38,13,0.077,11595.59,0.221,2562.63,0.027,11282.51
2021-11-26,2021,11,4,4,South,Sports,Cricket Bat,Wholesale,2323.89,14,0.166,27133.74,0.11,2984.71,0.068,25288.65
2021-11-27,2021,11,4,5,North,Sports,Yoga Mat,Online,2586.1,9,0.117,20551.74,0.274,5631.18,0.018,20181.81
2021-11-27,2021,11,4,5,East,Clothing,Dress,Retail Store,1026.49,7,0.043,6876.46,0.247,1698.49,0.046,6560.14
2021-11-27,2021,11,4,5,South,Electronics,Camera,Online,24363.85,16,0.138,336026.22,0.224,75269.87,0.042,321913.12
2021-11-27,2021,11,4,5,North,Electronics,Laptop,Wholesale,30349.78,10,0.197,243708.73,0.204,49716.58,0.04,233960.38
2021-11-28,2021,11,4,6,North,Clothing,Shoes,Retail Store,1246.29,8,0.022,9750.97,0.147,1433.39,0.06,9165.91
2021-11-29,2021,11,4,0,South,Home & Kitchen,Bedsheet,Wholesale,4709.88,16,0.181,61718.27,0.196,12096.78,0.006,61347.96
2021-11-29,2021,11,4,0,North,Home & Kitchen,Cookware Set,Retail Store,2615.27,14,0.028,35588.59,0.151,5373.88,0.062,33382.1
2021-11-30,2021,11,4,1,West,Home & Kitchen,Bedsheet,Wholesale,3476.48,11,0.195,30784.23,0.29,8927.43,0.057,29029.53
2021-11-30,2021,11,4,1,South,Clothing,Jeans,Wholesale,1081.21,23,0.172,20590.56,0.105,2162.01,0.042,19725.76
2021-11-30,2021,11,4,1,West,Home & Kitchen,Bedsheet,Wholesale,3696.69,21,0.174,64122.78,0.281,18018.5,0.046,61173.13
